step,phase,sent_length,source,prob,initial_state_prob_class,sentence,sentence_id,avg_response
8192,early,short,GSN,-16.876266,high,A recorded phone call jerked Derek to his feet.,5_5_819,32
18828,late,medium,gibbs,-62.98347,low,"Electric restaurant in short, the electric design is frequently found in refrigerators with specialized electricals.",0_9_990,32
19959,late,short,MH,-11.6502495,low,The longest serving bishop died without issue for life.,1421311_7_1995,32
37923,late,medium,GSN,-23.274427,high,He's an osprey (observer) suspicious of objects - both big and small.,1472874_9_1995,32
37923,late,medium,MH,-12.653752,high,Voters elect governors with substantial funding that also includes Sierra Leone monies and climate change rebate.,19_8_1995,32
67059,late,long,GSN,-76.87257,high,"She declaimed almost every word but chose wisely to park near Interstate 51, where the plane was smashed and dark airplanes swooped overhead, heavy machinery twirled.",28_7_1915,32
69159,late,long,GSN,-62.127552,low,"""What do you say to help Callie with doin' what?"" I looked out the window, morning churned with a challenging look that actually irked me a little.",1114426_4_1975,32
0,none,short,ngram,NA,none,The river crossing equipment solutions inc capacities needed cash loan servicing.,48_0_0,31.90909090909091
18659,late,short,gibbs,-36.313633,low,Amjad would begin by repeatedly lecture to her.,1_7_1865,31.833333333333332
64,early,long,GSN,-39.293842,high,"However, in the third and final round, he was knocked down by Waszard by a set of legs by Alvarado, which forced the referee to stop the fight.",480032_9_1,31.8
19959,late,short,gibbs,-34.92588,high,The court also similarly repudiated 50 thoughts.,5_7_1995,31.77777777777778
66359,late,long,MH,-25.967999,low,"Among new China importers, new China rematerialization generally became characteristic, signifying particle movement southwesterly down grooves while particle movement down grooves generally became characteristic even earlier.",21_8_1895,31.75
2,early,medium,GSN,-62.752693,low,His art oriented parents chose to make a statement by preferring to remain living in the changing neighborhood.,13_7_0,31.666666666666668
19959,late,short,MH,-18.53215,low,A basically iceberglike jail or lunatic asylum.,406112_0_1995,31.666666666666668
46059,late,long,MH,-31.79759,low,Its ambient sound contrasted sharply with plutonium amassing gingerbread sound effects and birds flying overhead accompanied by storyboards. Brain volume hinted at why Elton John was directing brain volume.,1664962_6_1315,31.666666666666668
69859,late,long,gibbs,-21.743557,high,"In mathematics, a vermionic manifold is a type of disk, also known as ""vermionic manifold"", and the related concept ""vermionic manifold"".",6_6_1995,31.666666666666668
69859,late,long,MH,-37.13369,low,Parry's laptop purchases became almost a torch for the brand new quirky Gulf Macbeth show Gulf Macbeth at Carnegie Hall in which Parry made 211 unchallenged laptop purchases.,284255_5_1995,31.666666666666668
37923,late,medium,gibbs,-9.243727,high,"""How long have you been?"" Lachlain said, leering, circling her.",5_9_1995,31.636363636363637
69859,late,long,MH,-24.854885,high,General electric in turn relied on loggers at Oberlin renting boats and has been by some credited with making drug addict Shiloh efface body parts in confined spaces.,29_2_1995,31.6
28209,late,long,gibbs,-54.69398,high,"Ellen is unable (although she holds back tears as a result of puking) to ever devour the food, and her house receives a ""first-degree"" emission.",8_1_805,31.533333333333335
8192,early,long,MH,-41.467342,low,"Fighting spirit this time around, NHL 100th anniversary's MVP Mariano Cuesta, the only former NHL MVP, stepped forward to feel an affinity for this 11-11 tie.",20_6_234,31.5
69859,late,long,GSN,-14.967585,low,"Glutamines, hydroxyphenols, and dihydrophenols are prescribed noisily, most often as emergency medicine and anti-inflammatory medications.",1355732_9_1995,31.5
69859,late,long,MH,-33.70136,high,"Along with featuring his sidekick the elected Egyptian, Chester seems more held back from having seen the elected Egyptian statue than Alvarado seeing elective Egyptian statues and knocks Chester unconscious.",480032_2_1995,31.5
36023,late,medium,GSN,-51.960617,low,"Now fully accredited. Alison Reid-Robertson, MP and member of Germany in the European parliament.",1166202_9_1895,31.428571428571427
1024,early,medium,GSN,-55.603188,high,The DSM is involved in the blood drive chain reaction (double cross-wide drive).,18_5_53,31.4
8192,early,short,MH,-13.533101,high,Talk louder 2nd year seniors love to talk louder.,7_7_819,31.4
4,early,short,GSN,-19.092628,high,The main orientation is a small octagon.,5_8_0,31.333333333333332
8,early,medium,GSN,-84.032166,low,The hats eagerly looked at their opportunity of recovering the lost world of their own prestige with opportunities.,2001773_7_0,31.333333333333332
30323,late,medium,GSN,-41.01432,high,He ruled over Vesuvius twice against the conscience of the Holy Roman and the heretical.,2166262_1_1595,31.285714285714285
128,early,medium,GSN,-69.844635,low,"On January 2013, the park's first stunt cumulative sent the thud tower to the ground.",12_7_6,31.25
128,early,medium,GSN,-39.5831,low,The tingle effect is taken away and Daniel and Cameron continue to sing together and follow the melody.,10_6_6,31.2
13623,late,medium,MH,-19.439209,high,Hawaii many started inland freshwater deposits that supported agriculture and puget sound many started inland artesian deposits.,1053450_3_717,31.2
69859,late,long,MH,-22.16682,high,R&B singer Balboa was seeking ethnographic cocoons that still existed well enough locked together to allow for companionship and was also looking for sexually explicit lyrics.,26_9_1995,31.166666666666668
1024,early,short,GSN,-31.446718,low,"As of 2009, she finally helps them home.",2_9_102,31
8192,early,long,MH,-44.835434,low,Weldon's tomb backed by the trunk of an £800 tree with Irish and Scottish motifs reminds the site on which he murdered an unchallenged courtier.,284255_6_234,31
19959,late,short,MH,-9.424698,high,"After illuminate she sank, sinking rapidly.",1478396_5_1995,31
26523,late,medium,MH,-23.681217,low,"NASCAR's easy driver have 99% control over easy driver since their win at memorial stadium.",14_7_1395,31
69859,late,long,GSN,-51.76304,high,Prior to his appointment Harmaliyev had served directly in Chechnya in command roles firstly as Moscow Samaritan District commander and then head of Moscow Samaritan region.,28_3_1995,31
69859,late,long,MH,-48.14834,low,Albany police said motorists collided with mystics and autism apologists carrying two karaoke candy canes citing alleged child support violations and anger expressed by mystics carrying the flyers.,23_8_1995,31
69859,late,long,MH,-29.39827,high,"Having effectively silenced voters, officials on Thursday tore out sterile polio antibodies and 1,200 later that week the decision to tear out sterile pathogenic antibodies effectively silenced the voters.",28_9_1995,31
52359,late,long,gibbs,-66.23163,low,Lyttle had diverged from a much lower altitude and lost hope just a microsecond (word more than a century old) when she sensed its full jeopardy.,4_7_1495,30.88888888888889
62859,late,long,MH,-28.78658,low,Whilst programmable a creative industry automatically examined beliefs about whether Canary Wharf produced any advertisements: whilst automatically examined whether a creative industry had produced advertisements its beliefs were at once declared invalid.,24_7_1795,30.833333333333332
1,early,medium,MH,-70.81713,low,"Team Big Band is sent packing, but not without determination to come back and win the honeymoon.",10_4_0,30.8
37638,late,medium,gibbs,-29.687092,high,"""The AK-47? Swapped out the other weapon? Another weapon?"" No answer.",9_8_1980,30.764705882352942
128,early,medium,GSN,-45.401054,low,No one stops to take any in for a moment before i start to hear who is studying.,417512_2_6,30.75
19259,late,short,MH,-10.947664,low,Avoid guerrilla warfare when armed with clinkers.,932629_7_1925,30.75
69859,late,long,MH,-26.934958,low,"No dairy cows are allowed. I won and received something very special tonight! My first rural ulster stamp! Yet again Scotland's first £5,000 stamp from rural ulster!",22_2_1995,30.75
128,early,medium,GSN,-36.62919,high,"The book of ages was developed by Thompson containing 83 books, some of which were melted down.",16_0_6,30.666666666666668
64959,late,long,MH,-33.840523,high,But at what price? Mercenary activity appears rarely among basque defectors today; 144 and 144 are overheard night and day. References to basque mercenary outriders take elitist form.,28_3_1855,30.666666666666668
32,early,medium,MH,-57.3366,low,"If person wants to transport the bike on the Prague train, ticket for oversized bike is needed.",417512_2_1,30.6
9959,late,short,gibbs,-23.315123,low,He tastes it and takes the caramel SUV.,1_5_995,30.6
37923,late,medium,GSN,-8.324258,high,"Ptolemy flavius, storyteller of the tropics (prodromus).",2166262_7_1995,30.6
37923,late,medium,MH,-14.33792,low,Individuals who stole jumpable leftover communications could only legally spend one month stealing jumpable communications.,10_0_1995,30.6
69859,late,long,MH,-26.614788,high,Few people ever particularly honored themselves appearing naked in gilt accented glass or ever particularly honored themselves in accented glass by simply appearing effaced into something like beauties.,29_7_1995,30.6
9959,late,short,gibbs,-38.200783,high,And all of them looked like be mean idiots.,6_5_995,30.53846153846154
8192,early,short,MH,-15.618094,low,His fellow landed gentry expected his greatly improved health.,1421311_9_819,30.5
14959,late,short,gibbs,-31.26364,low,Select a personality to judge the result of cases.,3_6_1495,30.5
37923,late,medium,GSN,-36.53798,high,"And launched on May 12, on gallantry and distinguished service in action in Sequoia County.",17_6_1995,30.5
128,early,short,gibbs,-56.12971,high,The badach used an stephenson reparee.,5_0_12,30.4
37923,late,medium,gibbs,-34.453915,low,I give a yelp and see a great whoosh of trash slam headlong into Hudson.,3_6_1995,30.333333333333332
37543,late,medium,gibbs,-12.684868,low,They all continued to chase her but she kept on chasing them till the others stopped chasing her.,4_2_1975,30.25
256,early,short,gibbs,-49.0326,low,Prepping of ER would have a faster factory.,0_0_25,30.22222222222222
2048,early,long,GSN,-80.519264,low,"As illustrated in the 2008 and 2008 articles, the stringent requirements of the fdic cover a variety of operating areas, but the giants stretch the contractual safety requirements by years.",1355732_5_58,30.2
8192,early,medium,MH,-12.81828,high,He was making a mistake and could only imagine the sadness underlined by every inch of her.,19_1_431,30.2
4096,early,long,GSN,-85.62091,low,"Slightly in line with his studies he has represented Vietnam at the science education centre and the quick start festival, for which Vietnamese-Vietnamese father Chieu Van bared acted as secretary.",1114426_1_117,30.166666666666668
2048,early,long,MH,-43.776802000000004,low,"As shown by the popularity of the system. Also, events being promoted by international swimming federation showed differences in pace and top speed between objective and objective swimmers as a side effect.",1355732_1_58,30
4096,early,medium,MH,-12.495251,low,"In slow motion, the group's frantic escape attempts throw the drug dealers out the window.",12_9_215,30
8192,early,short,GSN,-26.193901,low,Limited by federal road or limousin route.,586520_8_819,30
19259,late,short,MH,-17.304218,low,Pit stop: going over gamma ray range limits.,3_1_1925,30
55859,late,long,MH,-56.5403,high,"Typically under 1 million metric tons plus slightly longer legs, Schmidt distinguishes himself by longer legs. Congresswoman Cabot said legislation Schmidt sponsored directed at women was somewhat taken more seriously.",41022_3_1595,30
69859,late,long,GSN,-62.110275,high,Naughty Boy (2011) vegetarian rabbit/gadget combination/cardigans offshoot animated TV show (2012). Naughty boy is written and directed by Martin Sherinian.,1435210_1_1995,30
69859,late,long,GSN,-44.27892,low,"The little wattled songbird, also called the Chink Warbler, Orange Garver or Quickcumber is a socially luscious and habituated bird species.",24_8_1995,30
16,early,medium,GSN,-55.929413,low,His direct living approach chose to make his statement by deciding to continue living in the small neighborhood.,13_8_0,29.8
0,none,short,lstm,NA,none,There was an Italian party possible to do the project.,30_0_0,29.75
19959,late,short,gibbs,-20.462906,high,"The type locality is Potosi, Coast Bolivia.",6_5_1995,29.75
60059,late,long,GSN,-26.151932,high,Would her father treat her with such scorn he would be guillotined? Would he purport to force her into another mother. Or a concubine?,28_4_1715,29.75
19759,late,short,GSN,-29.033216,low,Ah Kang (died after 16 June 2005).,406112_9_1975,29.6
26523,late,medium,MH,-26.105675,low,Nervous government officials might be trustworthy upper class job seekers. Ducklings taken seriously were rare.,417512_7_1395,29.571428571428573
4,early,medium,GSN,-59.98157,low,The hats eagerly grasped at the opportunity of recovering the lost lands and their own prestige with Flanders.,2001773_0_0,29.5
67759,late,long,GSN,-72.76016,low,"Day Ten: Kurt, Rhett and Robert are on their way to the dance hall on upper day and dance with ladies, and the only one to leave is Rhett.",284255_5_1935,29.5
69159,late,long,MH,-26.794353,high,Llama began to curl their toes and the violence resulted either in obstacle courses or misdemeanor penalties imposed on buzzards and lasallians to add to numerical superiority.,1435210_7_1975,29.5
19559,late,short,GSN,-10.796,low,Articulation is from base to about apex.,932629_5_1955,29.4
69159,late,long,MH,-23.996387,high,You then almost completely forgot that the network was unquestionably annoying you by uploading or broadcasting a contraband orgy or jumble of shakespeare words. Shakespeare words?,29_6_1975,29.375
37923,late,medium,MH,-19.291813,low,Helicopters get closer and confuse Galaxy Communications requiring Galaxy Communications employees to constantly watch the helicopters get closer.,1434777_3_1995,29.333333333333332
2048,early,long,GSN,-24.737286,low,"There's blisters on our clothes, and manure stains on our money, ingrained so many years ago that I want her unchallenged any longer.",284255_7_58,29.2
19959,late,short,GSN,-17.01488,low,"A few hammocks of laundry, literally.",3_3_1995,29.2
16,early,medium,MH,-46.17588,low,"If person wants to transport a child in a wagon train, ticket for hand transport is needed.",417512_7_0,29
2048,early,short,MH,-8.128,low,Sometimes a child nickname is called a child nickname.,4_6_204,29
64259,late,long,MH,-26.276842,high,"But within hours of Balboa having crossed isthmus a department of human services employee who later died, left Pinkerton Episcopal Church on Christmas Eve for his deathbed.",26_6_1835,29
67584,late,long,gibbs,-84.525085,low,"She knows that speaker is sending his thoughts to Sissy, Sissy's faking thoughts are mainly a desperation effort to calm her anger, if she chooses Butler alone.",2_1_1930,28.9
2048,early,short,MH,-24.05598,low,Exploring public access options to archives in Beluga.,0_0_204,28.75
37923,late,medium,MH,-14.704401,high,Baton Rouge drove that way and met Jeremy in Whispering Pines before pulling into daybreak with Jeremy.,19_5_1995,28.75
16,early,short,MH,-14.637987,low,The page numbers gradually change between north and south.,586520_2_1,28.666666666666668
43259,late,long,MH,-35.09214,low,Right now nobody feels any immediate danger the elect's cannonball is a ravishing ticking bomb and nobody offers our fellow citizens any direct links between the elect and anyone else.,23_3_1235,28.666666666666668
69859,late,long,gibbs,-71.17881,high,"Cellar caves of soft-margin-plentiful and heterogeneous newt tativara purpura are found in Burkina Faso, Burkina Faso and Guinea Bissau.",6_5_1995,28.6
69859,late,long,GSN,-16.320427,low,"It looks like they're twinkling ceilings, except for a faint purplish glow seeping from within them. Could that be a wisp of purplish?",1114426_0_1995,28.6
16,early,medium,GSN,-53.651497,low,"If person needs to transport a bike in the local carnival, ticket for oversized bike is given.",417512_0_0,28.5
1024,early,long,MH,-46.521767,low,"Colombo's intense work resulted in the commissioning of about forty large canvases depicting local and national events, a period during which he began working unchallenged to occur.",284255_0_29,28.5
2048,early,long,MH,-28.173437,high,"At a local talent contest, the book has become a best-seller, albeit in an edited version to be changed less than a week after it first appeared in bookstores.",1873167_9_58,28.5
66359,late,long,GSN,-92.58928,high,"Although successful, the expedition collapsed, but the rebellion under standalone took part in the counterattack campaigns against Guangjing prefecture under Zhongyuan's control (Chongwen).",480032_6_1895,28.5
16,early,short,gibbs,-37.723705,high,"It was surreal awake, and night were coming.",6_7_1,28.4
64,early,short,gibbs,-12.99567,low,This planet contains the only stars in the sky.,3_1_6,28.38888888888889
14959,late,short,gibbs,-17.422485000000002,low,"Hunches, then he's over.",2_2_1495,28.333333333333332
37923,late,medium,GSN,-6.5073853,low,"The accretions, pedimented, with buttresses, are from the 13th century.",13_4_1995,28.333333333333332
67584,late,long,gibbs,-78.19006,high,"Thompson Williams with the Guelph Express ""I love you"" ""Jojo Mankellada"" ""Are you there?"" is popular in northeastern Ontario and northern Manitoba.",8_8_1930,28.285714285714285
37923,late,medium,gibbs,-10.416273,high,This species usually lives in disturbed habitats and may fall into obscurity when disturbed or disturbed.,6_3_1995,28.272727272727273
64959,late,long,MH,-34.139297,low,"Southern China income distribution corporations exist throughout China with income distribution corporations calling their ethereal ancestor or ancestor a martyr; Vladimir Lenin's mantra 123, 123 stands for southern China.",22_1_1855,28.25
0,none,short,lstm,NA,none,"His troops, as David Bowie first sang him .",43_0_0,28.11111111111111
1,early,short,gibbs,-24.939892,high,The main balcony is in half octagon.,5_7_0,28
2,early,medium,GSN,-45.815865,high,"The year 1525 in science and technology assumed many events, some of which are carried here.",16_7_0,28
2048,early,medium,GSN,-51.377335,low,These are the basis of his theory of the exile of the Rabba problem in the west.,2661329_5_107,28
37638,late,medium,gibbs,-51.932457,low,"The familiar haze suffused her mind, and with just enough destruction of the place returned.",3_9_1980,28
37923,late,medium,MH,-20.89164,low,"Refugee factories were factories that took toll on refugees, becoming infamous even for questions asked at home.",2001773_5_1995,28
47459,late,long,MH,-32.784065,high,Gerald could easily see once again the girl gain reinvention for herself. Gerald was made privy to every mail order from self-effacing trust fund to biscuit.,29_3_1355,28
67059,late,long,GSN,-37.939606,high,"About going to your room, and going out for a drink without being blindsided. Why we keep bickering: Devon, will you put a t-shirt on?",25_2_1915,28
0,wiki,medium,wiki,-50.64628601074219,low,"Batman: The Ride clones operate with two steel and fiberglass trains, each containing eight cars.",12_0_0,27.916666666666668
9959,late,short,gibbs,-16.85443,low,It is surrounded by Amsterdam streets at street level.,0_9_995,27.9
1024,early,long,GSN,-40.71319,low,"Admiral de Borre oversaw the modernization, modernization, and sentencing of the ship, leading her to rank among the world's top 1,000 ships in combat operations.",22_0_29,27.857142857142858
60759,late,long,MH,-36.852943,low,"Resorts International Great Lakes praised his adaptability; knowing exactly where en route, dark skies left him shabby. Resorts International's over 10,000 staff consulted Ferro.",22_4_1735,27.8
57609,late,long,gibbs,-28.449951,high,"""Go home, Riordan,"" Riordan commanded, and then he gave up the fight and let go of my arms following the fall of Riordan into the air.",6_2_1645,27.727272727272727
0,none,short,lstm,NA,none,The claims of the Holy See to prove his problems.,40_0_0,27.666666666666668
64,early,short,MH,-10.759701,high,The eastern boundary is the high octagon.,5_7_6,27.666666666666668
19159,late,short,MH,-11.678219,high,Nissan compacts and some Nissan octagons.,5_3_1915,27.666666666666668
60759,late,long,GSN,-19.4584,high,"Wampum is on tiptoe. ""Are you in the wigwam?"" ""By all means,"" she said, ""I open the door.",41022_6_1735,27.666666666666668
14959,late,short,gibbs,-17.081772,low,Hit send again and reached for the stop light.,1_4_1495,27.63157894736842
69859,late,long,MH,-26.715504,low,Turkeys for closed science schools funds United Nations Statue of King Salman using tariffs substituting natural gas and turkeys to fund 2 closed science schools using 4 amortized tariffs respectively.,23_6_1995,27.571428571428573
256,early,short,gibbs,-20.551731,high,The director was based on blue octagon.,5_6_25,27.5
8192,early,short,GSN,-15.6940975,low,I hope he's not Jesus these days.,1367427_6_819,27.5
18163,late,medium,gibbs,-9.752906,low,Parasitoids may also scatter semisavory nourish degenerate bacteria.,2_0_955,27.5
69859,late,long,MH,-42.455894,low,Bonkers who identified themselves as possessing revocable qualifications shortly afterwards are now a researcher who tested those qualifications against all available evidence and demonstrated potential for moving the 2016 election forward.,1664962_2_1995,27.5
64,early,medium,gibbs,-44.59146,low,"It also seeks to identify variety varieties, and gender roles to be acceptable to the public body.",3_8_3,27.41176470588235
69159,late,long,MH,-29.966335,high,North Berwick of course nanobots pick up flavors accentuated by entering North Berwick in weightlessness almost immediately instead of an abrupt dizziness similar to their oligotrophic counterparts.,659772_2_1975,27.4
0,none,short,ngram,NA,none,The cap theorem dummy for routines combination post office opened there.,26_0_0,27.333333333333332
32,early,long,GSN,-30.642834,high,"The format is identical, with the top three teams in each group going through to a semi-finals tie, and of the rest of each group going through to the final.",25_8_0,27.333333333333332
36308,late,medium,gibbs,-42.856804,high,And then he knew to a kid named Kavi who had befriended him but never acknowledged him.,6_6_1910,27.3125
52359,late,long,gibbs,-18.793312,high,I watched Mandorallen wrinkle and scribble and deftly scribble billions of crumbly figurines flying through the air and almost hitting us.,8_6_1495,27.272727272727273
512,early,long,GSN,-85.60742,low,"The active modes are muffled by a super HD ultra handset, which allows users to set certain characters one player at a time, while continuing to jack for another character each.",1664962_6_14,27.25
19959,late,short,MH,-9.314261,high,Xin went through trillion bandages after trillion bandages.,780378_4_1995,27.25
256,early,long,GSN,-118.62146,low,"But with his outstanding performance in another of SA's game against Delbo, their match qualified second position, came back on at an hour after a good postgame run.",20_9_7,27.2
2048,early,long,GSN,-45.81614,high,In 1235 Andalusia sailed on the Isthmus of Barbary with ten-elevens to sail across the interior of the Tiber to the Mediterranean Sea.,26_2_58,27.2
0,none,short,ngram,NA,none,The iTunes release of objection inadequate accounting records CD release production.,14_0_0,27.166666666666668
19959,late,short,MH,-10.657925,high,"In addition, Tiernan on horseback testifies.",8_3_1995,27.142857142857142
16,early,medium,gibbs,-25.018335,low,"On June 15, the volcano's first recorded eruption caused an ice avalanche through the soil.",2_5_0,27.125
8,early,medium,gibbs,-86.1007,low,The Hats eagerly caught at the chance of reunification the disputed lands and their own prestige with Italy.,1_4_0,27
64,early,medium,MH,-33.02755,low,"If person wishes to find oversized luggage at a shopping mall, reservation for oversized luggage is chose.",417512_9_3,27
512,early,medium,GSN,-65.78069,low,"See also an easy class function, simple hacksaw for the easy-selectable variable.",1166202_1_26,27
4096,early,long,MH,-66.53526,low,Since the 1980s the specialty apparel industry has adopted the counsellors instrument detector as their next step an accurate and intelligent crosspiece hearing aid detector that performs measurements across multiple devices.,1329856_4_117,27
19959,late,short,GSN,-18.842068,high,Name and damn herself for allowing it to happen.,1371762_5_1995,27
19959,late,short,MH,-11.942356,high,Better than holding back what resulted in getting fired.,7_4_1995,27
69159,late,long,MH,-27.426203,high,Trimble began selling real estate followed by a shakeup as did both Katz and Locke; Crowley named Locke vice president to succeed Katz at about this oligotrophic time.,659772_0_1975,27
28423,late,medium,gibbs,-35.01053,low,"From his regular position, the quick was no match to his swiftness and physique.",4_8_1495,26.88888888888889
0,none,short,ngram,NA,none,His testimony richardson said funds raised immediately afterwards Wagner leaves disappointed.,12_0_0,26.875
9959,late,short,gibbs,-21.892546,low,Sounds like an unknown planet somehow of some sort.,0_7_995,26.875
65659,late,long,GSN,-25.37492,high,"From low elf to high elf, from high elf to low elf, from high elf to diss, from diss to low elf and croatian elf to low elf diss.",29_2_1875,26.8
69859,late,long,MH,-18.25436,low,Against all odds would your heavily paid listener add fifteen Kleber radio detectors if absolutely necessary? Adding more than fifteen gulfstream radio detectors would require adding your heavily paid listener.,1329856_9_1995,26.8
69859,late,long,gibbs,-39.99381,high,"He gives us no panoramic interpretation of metamorphosis of responsibility, the egoism of unfaithful menstruation emanating from mohanlal.",5_6_1995,26.77777777777778
4096,early,medium,MH,-10.156019,high,She was carrying an umbrella without bothering to Don an apron in preparation for the heat of summer.,19_9_215,26.714285714285715
37923,late,medium,gibbs,-2.0406668,high,"The Houston department of police is the police department of Houston, Texas serving the greater Houston area.",5_2_1995,26.714285714285715
14959,late,short,gibbs,-11.338848,high,Voices rapped on the incremental door.,9_1_1495,26.6875
67234,late,long,gibbs,-29.195675,low,"While him away, they are heartbroken, and when Rahul turns to Sonees, he ferrets out Sonees' true identity upon learning who Rahul is.",3_5_1920,26.625
2048,early,long,MH,-39.550983,low,"Their nervous systems are controlled by an alien ilk mindset, which creates massive jumps that raise the tripod of these species while simultaneously raising and lowering that of arboreal.",1664962_4_58,26.5
19859,late,short,GSN,-20.59854,low,My heart skipped a beat when the muscles stilled.,3_1_1985,26.5
19959,late,short,MH,-10.952484,low,Expectancy at birth is strictly Christian or Jewish.,586520_4_1995,26.5
37923,late,medium,gibbs,-3.613564,low,Dermatitis is typically associated with myocardial myocardial myocardial hypertension.,2_3_1995,26.5
55859,late,long,MH,-24.709044,high,Translating direct nerve branches into indirect neuro-nerve branches gives an air breather information about its South-North divergence dependencies using data from globoseology.,27_4_1595,26.5
69859,late,long,MH,-21.161053,high,"Stenhammar divorced his award winning wife for unquestioning reasons and did the same, leading to rants from approximately 100 effacing videogames science fiction fans.",29_9_1995,26.5
34123,late,medium,MH,-21.329973,high,Did nearly all paupers classify Africans by cranial horns? Something about not classifying Africans.,18_5_1795,26.333333333333332
37923,late,medium,GSN,-62.497757,low,He taught a few influential other lineage including Prima Yagma Tsangdi Rinpoche.,2661329_0_1995,26.333333333333332
37923,late,medium,MH,-22.137407,low,Sulfur indentation: classical convection's sulfur content typically sets tropical cyclones apart only very slowly.,12_7_1995,26.333333333333332
39059,late,long,MH,-25.293413,low,"When Powderfinger helped take over SyFy started saving money and started his career saving money for the jelly roll clam band's $500,000 tour of West Germany.",22_0_1115,26.333333333333332
39759,late,long,MH,-36.951847,low,Periodically having fun watching creative economics people ask questions; periodically meeting people for public speaking and to have fun how far creative economics reaches; and schedules and focuses activities around the clock.,24_1_1135,26.25
64259,late,long,MH,-39.977287,low,Monroe filed a 48 hours specialty channel copyright infringement complaint in 2007 specialty channel Monroe admitted to airing sexually explicit O'Neal push-button pornography that applies to adult videos they make.,1114426_3_1835,26.2
8192,early,long,MH,-44.257923,low,"Trees were planted using incredibly rich inorganic and organic materials within the park carefully, ranging from economically viable Saddam Hussein - inspired form-fitting solar panels to muddled steel and concrete.",1114426_4_234,26.125
19959,late,short,gibbs,-52.261547,high,Tanner and himself bonding the first of the fifteen.,6_2_1995,26.1
2,early,long,GSN,-81.93083,low,"As shown above the creative industry may differ based on how the government defines its scope, which will impact how a creative economy is viewed, therefore both are seen as dynamic entities.",24_2_0,26
8192,early,medium,MH,-22.694242,high,Polar Bear aired during trimester among Slovenian and Slovenian Metro-Manila based inner-city viewers.,15_8_431,26
14959,late,short,gibbs,-38.30596,low,My return is a fringe theatre company by ctv.,2_4_1495,26
19959,late,short,MH,-6.235221,high,Sendai region expenditure far wxceeds Kyoto region expenditure.,1478396_7_1995,26
36023,late,medium,MH,-12.943254,high,I allowed myself an eyebrow to raise while in deep thought about calling it buttermilk soda.,19_9_1895,26
37923,late,medium,gibbs,-25.823446,low,"No bother at Annwyl's doorway, just the sensation of Annwyl at his side.",1_4_1995,26
37923,late,medium,MH,-20.97786,low,"As Cain and Eve exchanged 1 governorate for 2 governorate, the conversations inside the log cabin continued.",417512_2_1995,26
1024,early,medium,GSN,-5.687642,high,"The college of arts and sciences, adjacent to the business school, is majoring in business.",17_6_53,25.833333333333332
512,early,short,gibbs,-23.706547,high,The final element of the title is the second.,8_4_51,25.8
128,early,long,GSN,-61.18357,high,"After serving the next nine months in a Quincy cell, she was transferred to the custody of her husband skilled brink, whom she was shocked to learn was still very much alive.",41022_2_3,25.75
37923,late,medium,MH,-20.55261,low,Heathrow Air Space Nederland Santa Cruz de Sao Paulo devoted its maturation years to aeronautics.,1166202_7_1995,25.75
256,early,long,MH,-30.007162,low,"As stated above the creative industry will change depending on how the company markets its products, which will affect how the creative industry is formed, so they are seen as distinct industries.",24_3_7,25.666666666666668
2048,early,long,MH,-25.616274,high,"Through the optic nerve to the fusiformis nucleus, extensive diffusion occurs, which occurs in backward and forward divergent directions, to produce the glabralis nucleus.",27_3_58,25.666666666666668
2048,early,medium,GSN,-31.45162,high,The beans stands for the ETS2000 series and ETS2000 series motorways.,1053450_8_107,25.6
18459,late,short,gibbs,-13.55475,high,What are you doing? Because you have come.,8_8_1845,25.6
34123,late,medium,GSN,-28.596992,high,King Rhett came up on his horse with the big coach gun aimed at King Rhett.,18_6_1795,25.571428571428573
512,early,long,gibbs,-50.77369,high,"At the southern edge of the ceratophyta, the presence of an undulating trough resulting from the divergent geological processes which create the glaucoma phenomenon.",7_4_14,25.5
64259,late,long,MH,-41.613182,high,"Sharing videos of almost all Jews successfully escaping Nazism, Angelica helps pull together the stood up Polish Comedian Deb. Videos Angelica has chosen to share so far are brightly colored.",41022_1_1835,25.5
69859,late,long,GSN,-56.9536,high,"The salt (cola) in it are causing people, including Poulsen and Hallbjorn to hallucinations, to inform them that the blood cannot be controlled.",1873167_2_1995,25.5
2,early,short,gibbs,-45.168304,high,The individual divingrs all consisted of three rounds.,5_1_0,25.444444444444443
37923,late,medium,MH,-9.195838,low,"""That's one fortnight of propaganda."" One week of North American multiverse propaganda?",14_9_1995,25.4
16,early,short,GSN,-40.851913,low,Such high audibles is an unreliable distribution method.,1421311_1_1,25.333333333333332
19959,late,short,GSN,-13.047754,high,"""Give me the keys,"" I soothe.",717691_4_1995,25.333333333333332
64,early,long,MH,-67.65346,low,"The brain images are captured through an integrated CGI headset, which allows the female to give an air stream of backward movement either by raising or lowering a stationary flying object.",1664962_0_1,25.25
69859,late,long,MH,-19.743458,low,"Stadium officials in Linz, where Silicon Valley's star Derek Jeter was having already earned draft picks, took steps to inform stadium officials of the 1-1 tie.",20_6_1995,25.25
512,early,long,GSN,-73.896545,high,"Cremated has since been described as a duo of unquestioning ability and has been sought after for his extremesiness, self-effaced intellect, and polished review.",29_7_14,25.2
8192,early,medium,MH,-11.502888,high,A few began coastal iron ore / iron ore mining puget sound or began coastal artesian mining.,1053450_3_431,25.2
